"2","1","3","2012-11-07 12:11:22"
"3","1","4","2012-11-08 05:57:12"
"4","1","4","2012-11-09 05:53:24"
"5","1","4","2012-11-09 11:30:02"
"6","1","12","2012-11-12 04:36:01"
"7","1","4","2012-11-12 06:04:18"
"8","1","1","2012-11-13 04:40:38"
"9","1","4","2012-11-14 06:28:14"
"10","1","1","2012-11-15 04:50:54"
"11","1","3","2012-11-15 12:55:09"
"12","1","11","2012-11-16 06:52:52"
"13","1","3","2012-11-16 10:25:33"
"14","1","1","2012-11-17 09:05:59"
"15","1","1","2012-11-19 04:36:22"
"16","1","1","2012-11-19 06:35:54"
"17","1","12","2012-11-19 07:47:45"
"18","1","11","2012-11-19 08:30:30"
"19","1","11","2012-11-19 10:26:56"
"20","1","4","2012-11-20 08:49:12"
"21","1","4","2012-11-20 10:56:12"
"22","1","3","2012-11-21 09:43:40"
"23","1","3","2012-11-21 12:10:29"
"24","1","4","2012-11-22 11:34:42"
"25","1","4","2012-11-23 02:57:44"
"26","1","1","2012-11-23 06:41:32"
"27","1","4","2012-11-23 09:09:08"
"28","1","3","2012-11-23 12:32:12"
"29","1","1","2012-11-24 09:49:09"
"30","1","4","2012-11-26 06:29:26"
"31","1","3","2012-11-29 02:11:27"
"32","1","4","2012-11-29 06:15:45"
"33","1","3","2012-11-29 11:17:54"
"34","1","4","2012-11-30 11:40:46"
"35","1","3","2012-11-30 12:11:46"
"36","1","1","2012-12-01 06:03:48"
"37","1","2","2012-12-03 03:34:56"
"38","1","5","2012-12-08 03:30:18"
"39","1","1","2012-12-08 06:27:45"
"40","1","1","2012-12-08 06:49:19"
"41","1","1","2012-12-08 06:49:19"
"42","1","5","2012-12-08 09:00:22"
"43","1","5","2012-12-08 09:30:12"
"44","1","2","2012-12-12 11:12:07"
"45","1","12","2012-12-13 12:03:13"
"46","1","5","2012-12-15 03:31:34"
"47","1","12","2012-12-17 03:56:40"
"48","1","12","2012-12-17 05:10:49"
"49","1","12","2012-12-17 06:38:08"
"50","1","4","2012-12-17 08:27:55"
"51","1","4","2012-12-18 11:31:26"
"52","1","6","2012-12-19 12:37:11"
"53","1","12","2012-12-20 09:53:22"
"54","1","5","2012-12-22 04:09:05"
"55","1","2","2012-12-24 04:00:24"
"56","1","12","2012-12-24 07:58:16"
"57","1","1","2012-12-26 09:45:25"
"58","1","4","2012-12-27 05:06:00"
"59","1","3","2012-12-27 09:34:49"
"60","1","12","2012-12-27 12:37:30"
"61","1","4","2012-12-28 09:04:13"
"62","1","3","2012-12-28 12:12:34"
"63","1","6","2012-12-28 12:19:17"
"64","1","6","2012-12-29 06:27:55"
"65","1","1","2013-01-03 10:03:46"
"66","1","12","2013-01-03 11:10:39"
"67","1","1","2013-01-04 06:29:29"
"68","1","4","2013-01-04 09:39:45"
"69","1","1","2013-01-05 04:55:46"
"70","1","1","2013-01-05 05:40:26"
"71","1","5","2013-01-05 10:17:57"
"72","1","1","2013-01-07 04:40:12"
"73","1","18","2013-01-07 09:28:36"
"74","1","4","2013-01-08 03:33:05"
"75","1","3","2013-01-08 09:35:28"
"76","1","1","2013-01-09 05:10:17"
"77","1","3","2013-01-09 09:19:09"
"78","1","4","2013-01-10 03:22:59"
"79","1","6","2013-01-10 12:29:04"
"80","1","4","2013-01-11 05:01:33"
"81","1","1","2013-01-11 10:35:48"
"82","1","4","2013-01-14 04:09:01"
"83","1","2","2013-01-14 04:19:26"
"84","1","4","2013-01-14 05:34:25"
"85","1","1","2013-01-14 09:58:41"
"86","1","3","2013-01-14 12:30:24"
"87","1","12","2013-01-15 02:45:24"
"88","1","4","2013-01-15 09:20:30"
"89","1","2","2013-01-16 08:13:43"
"90","1","1","2013-01-16 08:38:27"
"91","1","1","2013-01-16 08:38:37"
"92","1","4","2013-01-16 09:03:58"
"93","1","4","2013-01-17 04:49:39"
"94","1","3","2013-01-17 12:43:54"
"95","1","4","2013-01-18 06:15:46"
"96","1","12","2013-01-18 08:48:55"
"97","1","1","2013-01-18 09:42:55"
"98","1","5","2013-01-19 03:07:17"
"99","1","5","2013-01-19 04:49:55"
"100","1","5","2013-01-19 07:55:32"
"101","1","18","2013-01-21 03:46:32"
"102","1","3","2013-01-21 10:06:30"
"103","1","12","2013-01-21 11:10:52"
"104","1","1","2013-01-23 03:44:03"
"105","1","4","2013-01-23 08:01:53"
"106","1","2","2013-01-23 11:56:16"
"107","1","4","2013-01-23 12:29:45"
"108","1","6","2013-01-24 08:47:41"
"109","1","4","2013-01-24 10:57:06"
"110","1","4","2013-01-25 08:55:13"
"111","1","12","2013-01-28 10:42:22"
"112","1","1","2013-01-28 11:00:33"
"113","1","3","2013-01-28 12:13:58"
"114","1","4","2013-01-29 04:47:34"
"115","1","4","2013-01-29 11:26:25"
"116","1","4","2013-01-29 11:54:36"
"117","1","6","2013-01-31 11:10:24"
"118","1","3","2013-01-31 12:27:58"
"119","1","4","2013-02-01 03:35:15"
"120","1","12","2013-02-01 04:22:53"
"121","1","4","2013-02-01 07:52:56"
"122","1","12","2013-02-01 08:47:36"
"123","1","4","2013-02-01 11:18:38"
"124","1","6","2013-02-02 08:35:47"
"125","1","5","2013-02-02 10:06:08"
"126","1","5","2013-02-02 10:15:18"
"127","1","3","2013-02-04 10:11:24"
"128","1","3","2013-02-06 11:29:21"
"129","1","4","2013-02-07 03:53:45"
"130","1","1","2013-02-07 09:02:53"
"131","1","4","2013-02-07 11:00:45"
"132","1","3","2013-02-08 04:44:06"
"133","1","1","2013-02-08 04:45:47"
"134","1","3","2013-02-08 06:28:38"
"135","1","1","2013-02-08 09:38:16"
"136","1","1","2013-02-08 10:18:22"
"137","1","3","2013-02-08 11:01:22"
"138","1","3","2013-02-08 11:01:22"
"139","1","3","2013-02-08 11:13:34"
"140","1","1","2013-02-09 06:22:50"
"141","1","3","2013-02-11 06:57:04"
"142","1","4","2013-02-11 08:01:51"
"143","1","1","2013-02-12 04:36:36"
"144","1","4","2013-02-12 06:51:04"
"145","1","18","2013-02-12 07:48:28"
"146","1","4","2013-02-13 02:50:21"
"147","1","4","2013-02-13 05:54:25"
"148","1","4","2013-02-13 12:05:18"
"149","1","1","2013-02-13 12:30:28"
"150","1","4","2013-02-18 04:32:15"
"151","1","4","2013-02-18 12:14:01"
"152","1","1","2013-02-19 06:55:22"
"153","1","18","2013-02-19 09:53:38"
"154","1","4","2013-02-19 11:35:05"
"155","1","1","2013-02-19 12:21:16"
"156","1","3","2013-02-20 06:17:54"
"157","1","2","2013-02-20 08:40:40"
"158","1","2","2013-02-20 08:59:17"
"159","1","3","2013-02-20 09:57:20"
"160","1","3","2013-02-20 10:06:10"
"161","1","3","2013-02-20 12:22:42"
"162","1","3","2013-02-21 11:26:36"
"163","1","3","2013-02-22 12:14:22"
"164","1","1","2013-02-23 05:17:40"
"165","1","1","2013-02-23 09:47:36"
"166","1","1","2013-02-25 11:58:46"
"167","1","4","2013-02-26 09:24:11"
"168","1","18","2013-02-27 07:29:04"
"169","1","18","2013-02-27 07:29:04"
"170","1","18","2013-02-27 09:45:29"
"171","1","3","2013-03-04 04:23:33"
"172","1","4","2013-03-04 10:22:57"
"173","1","4","2013-03-05 04:35:52"
"174","1","1","2013-03-07 11:37:26"
"175","1","1","2013-03-08 05:36:46"
"176","1","4","2013-03-08 12:44:16"
"177","1","4","2013-03-08 12:44:18"
"178","1","2","2013-03-11 02:20:48"
"179","1","18","2013-03-12 03:25:36"
"180","1","3","2013-03-12 04:02:14"
"181","1","4","2013-03-12 07:13:05"
"182","1","18","2013-03-12 11:44:06"
"183","1","4","2013-03-12 12:24:13"
"184","1","4","2013-03-12 12:24:13"
"185","1","1","2013-03-13 10:31:58"
"186","1","1","2013-03-14 02:27:57"
"187","1","3","2013-03-14 04:19:52"
"188","1","1","2013-03-14 07:25:48"
"189","1","1","2013-03-14 08:32:17"
"190","1","4","2013-03-14 09:10:42"
"191","1","3","2013-03-14 10:51:01"
"192","1","1","2013-03-15 06:10:05"
"193","1","1","2013-03-15 11:09:39"
"194","1","1","2013-03-16 04:24:28"
"195","1","1","2013-03-16 09:34:31"
"196","1","3","2013-03-19 03:30:57"
"197","1","18","2013-03-20 11:45:29"
"198","1","3","2013-03-21 04:44:41"
"199","1","6","2013-03-21 12:38:57"
"200","1","4","2013-03-22 05:27:23"
"201","1","4","2013-03-22 05:27:23"
"202","1","4","2013-03-25 08:57:42"
"203","1","4","2013-03-25 12:12:33"
"204","1","4","2013-03-25 12:34:45"
"205","1","3","2013-03-26 03:16:27"
"206","1","4","2013-03-26 11:32:11"
"207","1","18","2013-03-27 05:27:26"
"208","1","4","2013-04-01 11:21:01"
"209","1","1","2013-04-02 02:40:26"
"210","1","3","2013-04-02 07:24:19"
"211","1","4","2013-04-02 09:40:09"
"212","1","1","2013-04-03 05:50:50"
"213","1","4","2013-04-03 09:09:50"
"214","1","4","2013-04-04 09:21:36"
"215","1","1","2013-04-04 11:08:48"
"216","1","3","2013-04-04 12:25:47"
"217","1","1","2013-04-06 08:27:31"
"218","1","3","2013-04-09 11:08:29"
"219","1","3","2013-04-09 11:08:29"
"220","1","1","2013-04-11 05:05:14"
"221","1","3","2013-04-12 12:18:25"
"222","1","21","2013-04-13 10:08:36"
"223","1","1","2013-04-16 04:49:43"
"224","1","4","2013-04-16 05:04:41"
"226","1","1","2013-04-17 06:13:14"
"227","1","3","2013-04-17 09:41:30"
"228","1","4","2013-04-18 04:25:34"
"229","1","1","2013-04-19 05:42:07"
"230","1","4","2013-04-24 05:22:03"
"231","1","4","2013-04-24 08:12:30"
"232","1","3","2013-04-25 12:33:27"
"233","1","4","2013-04-26 10:25:48"
"234","1","4","2013-04-29 04:59:37"
"235","1","3","2013-04-29 12:10:37"
"236","1","4","2013-04-30 02:33:09"
"237","1","4","2013-05-03 07:45:16"
"238","1","4","2013-05-03 07:45:17"
"239","1","3","2013-05-06 07:26:14"
"240","1","3","2013-05-06 10:42:11"
"241","1","1","2013-05-07 03:33:31"
"242","1","4","2013-05-07 04:41:29"
"243","1","1","2013-05-07 12:00:57"
"244","1","1","2013-05-07 12:00:57"
"245","1","3","2013-05-07 12:48:51"
"247","1","1","2013-05-08 10:39:05"
"250","1","1","2013-05-09 11:55:47"
"251","1","3","2013-05-09 12:33:39"
"252","1","3","2013-05-09 12:33:41"
"253","1","1","2013-05-10 03:18:26"
"254","1","1","2013-05-13 07:08:05"
"255","1","1","2013-05-13 08:40:20"
"256","1","1","2013-05-14 06:51:42"
"257","1","4","2013-05-14 11:06:18"
"258","1","4","2013-05-15 05:50:41"
"259","1","3","2013-05-17 09:38:32"
"260","1","4","2013-05-20 07:50:53"
"261","1","4","2013-05-22 05:52:12"
"262","1","1","2013-05-23 10:37:29"
"263","1","4","2013-05-24 08:17:18"
"264","1","4","2013-05-24 08:46:43"
"265","1","4","2013-05-24 10:52:46"
"266","1","4","2013-05-24 10:52:48"
