"1000000","798302070363","51","Funda reversible de 15.6 pulgadas rosada","63.47","85.00","2","0","0","12"
"1000001","798302070349","51","Funda reversible de 15.6 pulgadas verde","62.90","85.00","3","0","0","21"
"1000002","798302070332","51","Funda reversible de 15.6 pulgadas azul","61.93","85.00","2","0","0","12"
"1000003","798302070","51","Funda reversible de 15.6 pulgadas Cafe","88.81","115.00","0","0","0","12"
"1000004","4710728127397","59","Funda con agarradero para 12 pulgadas negra","32.01","86.00","0","0","0","12"
"1000005","X0002N7NRJ","51","Funda para mini 10 pulgadas caf̩ paris","35.55","139.00","3","0","0","21"
"1000006","671196070926","98","Funda con  agarradero de 10 pulgadas morada","131.00","175.00","1","0","0","21"
"1000007","X00061CUD9","98","Funda para mini 10 pulgadas mariposas","121.36","189.00","3","0","0","21"
"1000008","798302070301","51","Funda reversible para mini 10 pulgadas verde","45.72","69.00","2","0","0","21"
"1000009","798302070325","51","Funda para mini 10 pulgadas rosado","76.19","90.00","0","0","0","12"
"1000010","798302070295","51","Funda para mini 10 pulgadas azul","49.17","69.00","1","0","0","21"
"1000011","092636249434","99","Funda para mini 10 pulgadas amarilla","86.02","125.00","0","0","0","12"
"1000012","092636250546","99","Funda para mini 10 pulgadas naranja","87.74","125.00","0","0","0","12"
"1000013","798302070318","51","Funda reversible para mini 10 pulgadas cafe","49.36","69.00","1","0","0","21"
"1000014","814211021507","100","Funda para Tablet 10 pulgadas","117.45","195.00","0","0","0","12"
"1000015","798312072388","51","Funda para Tablet 10 pulgadas","105.00","139.00","0","0","0","12"
"1000016","844702007697","101","Funda reversible para Tablet 10 pulgadas rosado abstracto","118.00","189.00","1","0","0","21"
"1000017","5060230650968","98","Funda para Tablet 10 pulgadas Angrybirds","99.00","132.00","1","0","0","21"
"1000018","5060248970171","102","Brazalete para ipod nano","170.12","249.00","0","0","0","15"
"1000019","685387081103","103","Brazalete para Ipod Shuffle","54.73","89.00","0","0","0","15"
"1000020","X000BXR1Z9","104","Protector de pantalla para Galaxy Tab 7 ","80.00","145.00","0","0","0","15"
"1000021","632275813018","105","Lapicero para ipad","62.56","99.00","0","0","0","15"
"1000022","10000229","105","Protector de pantalla para Blackberry 8520","24.00","32.00","2","0","0","15"
"1000023","751492428451","54","Memoria USB 32GB V125W","158.04","225.00","0","0","0","4"
"1000024","039800056092","186","Baterias Lithium AA Paquete de 2","25.12","36.00","0","0","0","14"
"1000025","619659068769","70","Memoria USB 4GB Cruzer Edge","36.84","43.00","0","0","0","4"
"1000026","4960999204451","53","Bateria para Camara  canon BP-511A","550.00","549.00","1","0","0","14"
"1000027","619659064686","70","Memoria USB 8GB Cruzer Blade","47.56","55.00","0","0","0","4"
"1000028","021331188854","105","Cargador para Panasonic Lumix","50.00","125.00","1","0","0","8"
"1000029","740617198270","57","Memoria USB 16GB SE9","83.88","99.00","0","0","0","4"
"1000030","10000304","105","Cargador Portable para telefono/iphone","59.49","175.00","1","0","0","8"
"1000031","740617152326","57","Adaptador para MicroSD","22.41","35.00","9","0","0","13"
"1000032","800768617225","105","Cargador de caro y soporte para telefono ","97.00","200.00","0","0","0","8"
"1000033","619659022839","70","Memoria ProDuo 2GB","83.20","108.00","0","0","0","4"
"1000034","619659039639","70","Memoria SD 8GB ","48.51","57.00","0","0","0","4"
"1000035","688288464051","105","Estuche para Galaxy SIII","153.00","225.00","0","0","0","1"
"1000036","619659066871","70","Memoria MicroSD 2GB","36.96","43.00","0","0","0","1"
"1000037","845973050559","108","Adaptador de red inalambrico USB TL-WN723N","148.00","212.00","0","0","0","1"
"1000038","740617128147","57","Memoria MicroSD 8GB","34.54","40.00","59","0","0","4"
"1000039","633755112027","105","Cargador de carro y soporte para telefono","122.00","215.00","0","0","0","1"
"1000040","740617173741","57","Memoria MicroSD 16GB Clase 4","57.59","69.00","75","0","0","4"
"1000041","740617111286","57","Memoria SD 4GB","30.22","45.00","0","0","0","4"
